TimestampInt,ApplicationTypeEncoded
1742360940,2
1743596100,3
1742099760,6
1744119600,3
1742724240,1
1742723100,1
1743504540,3
1743770640,6
1744541040,5
1743332040,7
1743253680,7
1742976840,6
1742734740,5
1743255720,7
1742446920,1
1742995440,0
1742726880,2
1742365980,2
1742552760,6
1743748380,0
1744113000,2
1743939360,0
1743481560,4
1744103640,0
1743081900,2
1742739780,5
1742730600,6
1743072780,5
1742988600,6
1744373820,2
1742988180,1
1744619820,6
1742619240,2
1743171960,1
1744115400,2
1743157140,0
1743150180,6
1744103460,1
1742995380,5
1742648640,2
1744434060,1
1742801820,3
1742461200,6
1742715120,2
1743763080,6
1742114340,0
1744546020,2
1744121160,7
1742619900,6
1743919920,0
1744360620,7
1743501420,3
1742974560,6
1744002060,5
1742390580,2
1743767520,1
1742790360,4
1743341400,5
1743142680,0
1743239640,3
1744516680,3
1743256080,0
1742469540,0
1743506160,0
1742472180,6
1742389080,6
1742219100,6
1742558820,3
1743168540,2
1742366580,7
1743413640,2
1744549920,7
1743856020,5
1744203780,0
1743143580,1
1742542860,1
1742441580,6
1742105400,5
1744524180,0
1742987460,1
1744602120,2
1742362980,3
1743144900,2
1744092300,5
1742457960,7
1744346280,1
1742294280,2
1743336780,5
1744276320,6
1744195080,1
1742097900,5
1744355580,1
1743674760,1
1742962380,1
1744602360,1
1743428820,1
1742272440,4
1743660720,5
1742360160,0
1743342600,7
1742452020,5
1744458360,6
1743825480,1
1742631000,3
1743333120,2
1742820180,6
1744101720,0
1743489540,4
1742808720,5
1743943980,3
1742792580,4
1743167340,6
1744347900,0
1742281740,3
1744639260,3
1743305820,0
1742272860,6
1743047220,1
1742734080,0
1743421080,7
1742719140,2
1743148260,1
1743681780,5
1742618640,1
1743256080,3
1742820960,2
1744265460,5
1744631580,7
1743740160,7
1743331200,0
1743494400,5
1742979600,6
1742972520,1
1742556540,3
1743740820,6
1742475900,7
1744363260,3
1744535340,3
1742909880,5
1744441440,0
1744206660,7
1743917760,0
1743240780,0
1742305860,3
1744184340,7
1743331620,1
1742288100,0
1742217180,3
1744634040,0
1743516600,3
1743508800,3
1742804820,2
1743326280,5
1743244380,5
1742702100,4
1742458500,7
1742388360,5
1743136080,1
1744371180,2
1742997420,1
1742988180,3
1744196280,2
1742476440,6
1744029720,1
1744272060,0
1744621260,3
1743484140,1
1743565560,5
1742282520,7
1742966760,2
1742219520,1
1742651880,5
1743147840,0
1743047760,6
1743327780,5
1742646060,7
1742389860,6
1743489420,0
1744611300,4
1743238500,3
1742999340,0
1742706900,2
1742718540,5
1743926760,7
1743229020,3
1743776340,3
1743151860,0
1743923820,0
1744371180,7
1742883480,5
1743833220,1
1742467140,1
1744009560,6
1742706480,1
1744606080,2
1744606740,2
1743061080,6
1743689280,5
1743835440,3
1743133380,5
1743067140,1
1743573120,1
1742287620,5
1743584160,3
1743484860,0
1743576720,2
1742461440,2
1742104980,4
1743932280,7
1742130960,1
1744432440,2
1743422400,0
1742989020,7
1742300700,3
1743919200,6
1742799060,7
1743663900,2
1742278020,5
1743666240,6
1744623600,3
1742823000,6
1742447460,5
1744466940,0
1743257040,1
1744531200,6
1743517680,2
1742648580,0
1744103460,3
1744545120,3
1742302920,3
1744198500,7
1743910980,1
1744110180,1
1744099320,0
1742212560,7
1743168900,0
1743589140,0
1744545540,5
1744605480,1
1743573120,5
1742565060,3
1742615580,6
1743663480,4
1742879820,1
1742796240,2
1742552400,3
1743685140,3
1742130420,0
1742970120,6
1743594780,1
1743660120,1
1742543760,7
1744028700,1
1744196040,3
1744016340,3
1744200240,2
1744014360,7
1742732880,6
1744438920,2
1744528140,3
1743171780,5
1742453340,4
1743056700,6
1743758940,0
1743061920,0
1742632680,1
1743489660,5
1743505380,0
1742473140,6
1742189160,2
1742805060,3
1742214120,5
1743590760,0
1743068640,1
1744102080,6
1743241260,3
1743565860,3
1743075960,1
1743572220,3
1743827100,4
1743420540,6
1743402060,6
1744602240,7
1744203480,3
1744198140,3
1743247800,5
1742536500,5
1743483420,0
1742542680,7
1743407880,0
1744349040,7
1742286360,7
1744272240,6
1743155820,7
1743743700,3
1742554680,5
1743857640,1
1742641560,5
1742737440,1
1742999220,3
1743056100,1
1744360200,6
1743513540,6
1743662340,3
1743069240,7
1742131800,6
1743422820,1
1743505500,2
1742380380,6
1742981700,7
1744547700,1
1742219700,7
1742539860,4
1743587580,5
1744602600,1
1744622760,7
1743395760,0
1743310740,7
1742617680,1
1742270220,2
1742104980,7
1743133620,1
1743584220,1
1743685080,5
1744107720,7
1743066840,6
1743916740,3
1742733780,6
1742456640,3
1744460880,7
1744532040,3
1744368060,1
1742960520,7
1742798280,2
1743652140,3
1744001580,4
1744277520,7
1744284180,5
1744265640,6
1744544580,1
1742132160,0
1743937140,3
1743672120,3
1742801760,6
1742183160,7
1743337080,2
1743231060,6
1742906940,2
1744454880,2
1743839160,6
1743083460,0
1744550880,2
1742530260,5
1743309540,4
1743312960,3
1742373240,1
1742910780,7
1742879940,0
1742189520,4
1742554440,6
1743564900,2
1743931020,2
1744617720,0
1744531800,2
1742103540,3
1742733540,0
1742907240,6
1744445700,1
1744605600,4
1743331140,1
1742619360,6
1744289460,5
1742389800,2
1744540740,5
1744011960,2
1743065400,1
1743171300,5
1743654480,6
1742536560,2
1744273680,7
1744454100,7
1742376360,5
1744539540,2
1742393640,1
1744286640,6
1744362600,7
1742636520,5
1743594480,6
1743844800,0
1744544880,2
1743244200,7
1742391540,2
1742729160,7
1744522680,2
1742472480,1
1744291200,0
1743059520,2
1742994240,2
1743737520,0
1743314640,3
1742960700,5
1744528920,7
1744270800,6
1742377020,7
1742887380,6
1744034580,3
1743936480,6
1744292040,0
1742532420,7
1742476260,2
1742797020,3
1743048300,4
1742534100,1
1742127660,6
1744194420,7
1743430800,7
1742201340,3
1742190060,1
1744636620,6
1743946140,3
1742720820,2
1743570600,6
1743485760,2
1744117680,6
1742270520,0
1743072420,7
1743938520,5
1742393340,7
1744207080,6
1744342500,6
1743400740,0
1743847500,7
1743394140,7
1743675900,3
1742101860,6
1744455480,6
1743233160,6
1742707380,0
1744181760,3
1743246960,0
1742096520,4
1742711520,7
1743322260,0
1744352880,4
1744007100,3
1744009920,7
1742646600,0
1743501960,5
1744271220,2
1743070560,3
1743824640,7
1742810760,5
1743156840,5
1742478060,1
1742109960,2
1744187100,2
1744435860,3
1743754980,5
1742382780,5
1743760140,6
1742204160,2
1742274780,0
1743686880,0
1743768240,3
1744008060,1
1742359200,3
1744550220,3
1743926160,2
1743047940,0
1742125800,5
1743932520,5
1744451340,2
1744033440,2
1744200780,2
1742120460,7
1742629080,7
1744450260,1
1743397800,7
1744524540,6
1744432980,3
1742891460,6
1742795460,2
1742536800,3
1742966640,5
1743575340,3
1743338640,1
1743847440,1
1744617420,7
1744174080,4
1742708520,7
1743924240,2
1744467060,7
1743315240,1
1744604460,4
1742561160,2
1743070920,5
1742553360,0
1743996660,1
1744113120,6
1743744360,1
1744452660,6
1743577980,6
1743325680,6
1742385420,5
1742617740,3
1744032180,6
1742183220,5
1742214180,1
1744021680,3
1742987580,5
1742711580,4
1742274000,2
1742297580,0
1742388420,1
1742996280,6
1743505020,6
1742373780,5
1743234960,3
1742888820,6
1744172100,6
1744278780,1
1742184000,2
1743335040,5
1742221620,0
1744202580,1
1744610520,3
1742112360,7
1744262640,7
1742640420,2
1743750120,1
1742822940,7
1742721120,2
1743661380,7
1743579780,2
1744429020,6
1744539540,7
1742986320,0
1742821020,6
1743748020,3
1742554980,1
1742392860,1
1744189800,5
1742889060,2
1743305460,1
1742814960,3
1743832440,3
1744435260,5
1743148080,7
1743663780,5
1742802900,6
1743743700,1
1744029480,5
1743669300,1
1742306880,3
1743507540,0
1743683700,3
1742812260,5
1743576840,3
1742537520,1
1742971500,0
1742277660,4
1743602880,6
1742274060,1
1744268160,1
1743415200,5
1742384700,0
1742552700,2
1744441620,3
1742874060,7
1743999960,2
1744371900,0
1743316740,7
1743582660,3
1743256680,7
1742997720,2
1742551740,5
1744448520,5
1744287120,3
1742201400,2
1742893080,7
1742991360,1
1744274580,3
1743247740,6
1742555280,0
1743062040,7
1743570120,0
1744540560,6
1743918660,2
1743429300,6
1742458860,3
1744083780,3
1742705460,5
1743490740,6
1743831480,3
1742282400,2
1742269860,2
1744354440,0
1742543400,7
1743053520,4
1742375520,6
1743862380,1
1742895240,7
1744184580,0
1743144780,4
1743944760,0
1744461300,0
1743860820,0
1743160620,2
1742701860,1
1743136260,3
1742630760,0
1743152100,7
1743737400,1
1742627100,3
1744531320,3
1744108140,1
1744458840,2
1743228000,3
1742275620,7
1743241980,5
1742115780,1
1744257900,2
1743743580,1
1744453020,2
1744184100,1
1744354560,7
1743666540,3
1743152520,0
1742533080,3
1742888520,0
1743761280,2
1743070680,7
1743942660,5
1743744420,5
1743496380,3
1742369400,2
1744002780,6
1744279980,2
1743575280,6
1743945660,0
1742535300,1
1744193160,6
1742977920,3
1742220480,7
1743414300,6
1744010940,7
1743241500,3
1743402240,2
1744345080,0
1743572340,1
1743997860,6
1743862920,5
1743153480,3
1742394420,1
1744012320,7
1742118360,0
1742614620,5
1742105280,1
1744183920,5
1742193720,4
1743499320,7
1742187240,0
1742812980,6
1744351500,6
1744035780,0
1743750780,0
1743917700,6
1742555220,3
1742457240,3
1744378980,2
1742565180,3
1743398760,6
1743678720,0
1742307240,2
1744548840,0
1744284360,1
1742795880,0
1744640220,2
1744098120,7
1742982600,1
1743568380,1
1744623780,1
1743513660,3
1743740100,1
1744110300,0
1742709960,3
1743825360,7
1744529580,5
1744370880,3
1742807040,6
1744015980,1
1742981520,0
1742285640,5
1742382180,5
1743227040,1
1743595680,7
1743576480,3
1743943920,1
1744029420,6
1743851940,5
1742979120,1
1743679560,5
1743081420,6
1742451000,1
1744011420,1
1742736720,7
1742274060,6
1742279460,0
1743672000,5
1742817360,2
1744524780,5
1743484020,3
1744432560,1
1744435140,7
1744468140,2
1744184160,3
1744175280,0
1744604340,0
1743160680,7
1742384700,7
1744533000,6
1743857280,7
1743574320,0
1743146580,2
1743164820,3
1742641200,6
1743487620,6
1742269260,0
1742619240,5
1743830640,4
1743077760,2
1743659220,3
1742791800,2
1744021920,7
1743148440,3
1742551200,1
1743569460,0
1744294740,3
1744004820,7
1742211180,3
1743743280,4
1742104680,1
1742478480,1
1742365740,4
1743828480,7
1742379180,7
1743766560,1
1742535240,3
1742281320,3
1744368720,7
1744194660,6
1743499020,1
1744173060,7
1744462020,2
1743776220,5
1743158220,5
1743739680,4
1742287020,6
1744624200,6
1742986680,5
1743160260,1
1743316800,3
1744617120,3
1742387400,1
1742476620,1
1742274120,0
1744027680,7
1743852840,0
1743225180,6
1743490020,1
1744021980,5
1742565060,5
1744611660,2
1743575640,3
1744361940,1
1742980560,0
1743242640,6
1743943740,7
1744631460,3
1744119300,6
1742653020,6
1744612680,7
1742358660,0
1743052620,5
1742729340,3
1742546760,2
1744533300,1
1743170940,1
1743328380,7
1744288200,0
1742901060,5
1743144360,1
1742467200,3
1742456040,3
1742551380,0
1744527780,4
1744444380,3
1742909580,2
1742971320,2
1744019880,5
1743069180,2
1742618460,5
1743082020,7
1743761160,1
1744639680,6
1743492480,2
1743320340,0
1742134920,7
1742633940,2
1742215080,6
1744184940,2
1743911520,4
1742370480,3
1742643960,6
1744001340,7
1742619840,2
1744527000,6
1743322560,5
1743942480,6
1742823000,5
1743751440,2
1742394480,0
1743680160,1
1742356980,5
1743420960,1
1743589200,2
1742110080,1
1743855660,3
1743832200,5
1742730000,1
1742289060,6
1743237420,3
1742886780,5
1742474220,7
1743340020,3
1743340260,3
1743079800,5
1743834600,6
1744633440,6
1743431160,3
1743423720,2
1743137820,1
1742119920,7
1744186860,1
1743393420,1
1744449780,3
1742640900,1
1742533860,6
1744017780,3
1742810400,2
1742987820,7
1743481620,3
1743938400,7
1743075060,6
1743666120,3
1744208580,3
1742119740,0
1742908800,2
1744282680,0
1742122380,0
1743397440,2
1742993160,3
1742909820,6
1742554380,7
1742793720,0
1742651640,2
1743250860,6
1744358460,2
1743413340,1
1743681360,0
1742127120,5
1744429980,7
1742641860,0
1742128200,2
1742993160,1
1744033440,7
1742790240,7
1744605180,7
1743397920,3
1743690120,2
1742188680,6
1744610100,0
1744186080,7
1744443420,2
1744001340,0
1744609860,3
1743942960,2
1742377260,5
1744523940,1
1742724360,3
1742290560,2
1744278480,6
1742814780,2
1742282400,3
1742622720,7
1744013580,2
1743861900,2
1743843540,1
1744107300,5
1744193040,7
1744091160,1
1742219640,2
1744199040,0
1743306420,2
1742711280,5
1742890320,3
1744549740,2
1742548380,1
1742108100,3
1743056160,0
1743340200,3
1743239220,3
1742283240,7
1743409200,2
1743676260,2
1743740640,2
1742197020,6
1744542420,1
1744291440,6
1742538900,3
1744206300,3
1742962320,6
1744444920,0
1743836520,0
1743046500,6
1742966760,6
1744539060,0
1742624760,6
1744020300,0
1743319260,7
1743918600,5
1743143820,7
1744111440,3
1742274060,3
1742987280,6
1743498960,3
1742983140,5
1744197420,0
1743508620,1
1742646780,5
1742910180,1
1742891580,1
1744006020,7
1742107080,4
1743759480,7
1744434540,7
1744349340,1
1742565120,1
1744084740,1
1742703060,4
1744086120,2
1743326340,1
1744197780,7
1742549820,2
1743159960,5
1744207080,7
1742567100,6
1744091520,6
1744004940,4
1743057780,3
1742386860,0
1742445420,0
1744275840,0
1743412680,5
1744263060,1
1742389860,7
1743742680,6
1743575820,2
1742538720,0
1742129460,1
1744287000,1
1742538240,3
1744632180,2
1743507780,2
1743061560,7
1742645700,1
1743595860,6
1742987640,1
1743308520,5
1743827520,1
1744122540,2
1743246720,5
1744635540,0
1742805540,7
1744344660,5
1742710620,1
1743684480,0
1743759180,5
1742711460,0
1744261560,5
1742912880,0
1742192100,7
1743577620,5
1744103280,6
1742631480,0
1744631520,0
1743514020,1
1742556060,0
1743851220,6
1743654900,7
1742982840,2
1742294160,3
1743420000,1
1742619720,7
1744276560,2
1742385840,7
1744179900,1
1743571620,4
1742993520,6
1743602280,1
1744605360,5
1742722080,7
1743678840,6
1742898840,0
1742477700,7
1742212380,2
1742201280,1
1743679920,0
1742363400,5
1743832440,6
1743946740,1
1742458260,1
1743133920,4
1744189440,7
1743491820,2
1743082380,0
1744294980,1
1743917880,3
1744444320,1
1742105700,1
1744195380,0
1743738480,1
1743251400,3
1742898420,5
1744373580,3
1743144180,1
1742448720,1
1744019580,6
1744350600,5
1742282820,1
1743495360,5
1742910660,0
1742818200,1
1743307620,2
1742286900,7
1742106540,1
1744607040,7
1743308460,1
1743838740,0
1743322320,2
1742811300,5
1744089720,0
1742380920,7
1743670980,5
1743316200,2
1742283780,6
1744531320,1
1744342200,1
1743419340,1
